Age,Birthplace,Degree,GADT_Cat,GAD_T,Game,Gender,Hours,League_clean,Narcissism,Narcissism_Cat,Platform,Playstyle_clean,Residence,SPINT_Cat,SPIN_T,SWLT_Cat,SWL_T,Work,earnings_clean,whyplay_clean
18,Portugal,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,32.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Portugal,Severe,43.0,dissatisfied,10,Student at school,Fun,relaxing
18,Austria,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Austria,None,15.0,Slightly dissatisfied,15,Unemployed / between jobs,Fun,improving
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,40.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,13.0,dissatisfied,13,Student at college / university,Earning while playing,fun
18,USA,None,minimal anxiety,0,League of Legends,Male,17.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,10.0,Satisfied,28,Student at school,Fun,improving
19,Italy,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,3.0,silver,3.0,Moderately True of me,PC,singleplayer,Italy,Severe,45.0,Slightly dissatisfied,15,Student at college / university,Fun,winning
18,Portugal,High school diploma (or equivalent),severe anxiety,17,League of Legends,Male,22.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Portugal,None,8.0,Extremely dissatisfied,8,Student at college / university,Earning while playing,relaxing
32,USA,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,5.0,Extremely satisfied,35,Employed,Earning while playing,winning
22,Sweden,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,35.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Sweden,None,9.0,Slightly dissatisfied,15,Student at college / university,Earning while playing,improving
20,Canada,None,minimal anxiety,3,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Canada,None,8.0,Extremely dissatisfied,7,Unemployed / between jobs,Fun,improving
34,USA,Master (or equivalent),minimal anxiety,3,League of Legends,Male,7.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,13.0,Satisfied,26,Employed,Fun,fun
19,UK,Bachelor (or equivalent),moderate anxiety,11,League of Legends,Male,20.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Very Severe,54.0,dissatisfied,10,Unemployed / between jobs,Fun,winning
18,Germany,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,15.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,7.0,Satisfied,26,Employed,Fun,fun
18,Germany,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,30.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Germany,None,12.0,Slightly dissatisfied,19,Student at college / university,Fun,fun
18,UK,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,12.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,UK,Mild,24.0,Satisfied,27,Student at school,Fun,improving
22,USA,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,10.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,8.0,Neutral,20,Student at college / university,Earning while playing,improving
19,Norway,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,16.0,unranked,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Norway,None,12.0,Slightly dissatisfied,17,Student at school,Fun,improving
18,UK,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,None,4.0,Slightly dissatisfied,18,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,8.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Mild,28.0,Satisfied,26,Student at college / university,Fun,fun
22,Italy,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,7.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Italy,None,10.0,Satisfied,30,Student at college / university,Fun,fun
30,Germany,Master (or equivalent),minimal anxiety,4,League of Legends,Male,6.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,None,6.0,Satisfied,27,Employed,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,35.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,6.0,Satisfied,26,Student at college / university,Fun,fun
21,France,Master (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,France,None,16.0,Slightly satisfied,21,Student at college / university,Fun,winning
18,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,24.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,6.0,Slightly satisfied,25,Student at school,Fun,fun
18,Germany,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,15.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,11.0,Satisfied,28,Employed,Earning while playing,improving
22,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,7.0,Slightly satisfied,24,Student at school,Fun,fun
21,Norway,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,40.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Norway,Moderate,40.0,Slightly dissatisfied,18,Student at college / university,Fun,fun
18,Estonia,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Estonia,None,11.0,Satisfied,26,Student at school,Fun,fun
20,France,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,France,Mild,26.0,Satisfied,29,Student at college / university,Fun,fun
21,USA,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,14.0,Slightly dissatisfied,19,Unemployed / between jobs,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,10.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,20.0,Satisfied,26,Student at college / university,Fun,fun
27,USA,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,14.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,7.0,Satisfied,27,Employed,Fun,fun
18,Macedonia,None,minimal anxiety,1,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,14.0,dissatisfied,11,Student at school,Fun,winning
18,Bosnia and Herzegovina,None,mild anxiety,5,League of Legends,Male,18.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Bosnia and Herzegovina,Mild,29.0,Slightly dissatisfied,15,Student at school,Fun,improving
24,USA,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,Mild,27.0,Satisfied,26,Employed,Fun,fun
18,UK,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,8.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,UK,Mild,25.0,Slightly satisfied,21,Student at school,Fun,improving
19,UK,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,18.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,UK,Mild,24.0,Satisfied,28,Student at college / university,Fun,improving
21,Cyprus,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,25.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,UK,None,7.0,Slightly dissatisfied,18,Student at college / university,Fun,improving
20,Canada,High school diploma (or equivalent),moderate anxiety,10,League of Legends,Male,40.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,Moderate,31.0,dissatisfied,12,Student at college / university,Fun,improving
25,UK,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,24.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,None,16.0,Slightly dissatisfied,15,Employed,Fun,fun
25,Denmark,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,12.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Denmark,None,12.0,Neutral,20,Student at college / university,Fun,winning
24,Pakistan,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Male,40.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Pakistan,Mild,21.0,dissatisfied,13,Student at college / university,Fun,improving
18,USA,None,mild anxiety,5,League of Legends,Other,25.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,32.0,Extremely dissatisfied,9,Student at school,Fun,improving
24,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,5.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Very Severe,63.0,Satisfied,26,Unemployed / between jobs,Fun,fun
18,USA,None,moderate anxiety,12,League of Legends,Male,18.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,40.0,Slightly satisfied,23,Student at school,Fun,fun
19,Ukraine,None,minimal anxiety,1,League of Legends,Male,18.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Italy,Moderate,32.0,Slightly satisfied,24,Student at school,Fun,improving
26,Canada,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,15.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Canada,None,10.0,Slightly satisfied,25,Employed,Fun,winning
23,France,Bachelor (or equivalent),mild anxiety,6,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,France,Moderate,36.0,Extremely dissatisfied,9,Student at college / university,Fun,improving
18,Belarus,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,35.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Mild,22.0,Slightly satisfied,21,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,8.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,18.0,Satisfied,26,Student at college / university,Fun,fun
19,Canada,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Canada,Moderate,35.0,dissatisfied,12,Unemployed / between jobs,Fun,fun
18,Italy,None,mild anxiety,8,League of Legends,Male,8.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Italy,Moderate,31.0,dissatisfied,12,Student at school,Fun,improving
18,Italy,None,mild anxiety,5,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Italy,None,15.0,Slightly dissatisfied,16,Student at school,Fun,improving
21,Spain,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,12.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Spain,None,7.0,Slightly dissatisfied,19,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,30.0,unranked,5.0,Very True of me,PC,Multiplayer - online - with real life friends,USA,None,11.0,Satisfied,29,Student at school,Fun,fun
21,Croatia,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Female,15.0,platinum,2.0,Somewhat True of me,"Console (PS, Xbox, ...)",Multiplayer - online - with real life friends,Croatia,None,3.0,Satisfied,28,Student at college / university,Fun,fun
18,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,30.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,28.0,Slightly satisfied,23,Student at school,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,14.0,Slightly satisfied,21,Student at college / university,Fun,fun
20,Germany,High school diploma (or equivalent),moderate anxiety,10,League of Legends,Male,10.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,18.0,Slightly satisfied,23,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,15.0,silver,4.0,Mostly True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,20.0,Extremely dissatisfied,8,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,26.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,8.0,Slightly satisfied,22,Student at college / university,Earning while playing,improving
19,Canada,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Canada,None,7.0,Extremely satisfied,33,Student at college / university,Earning while playing,winning
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,10.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,6.0,Slightly satisfied,24,Student at college / university,Fun,fun
20,Brazil,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Male,14.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Brazil,Severe,45.0,Satisfied,29,Student at college / university,Fun,improving
23,Norway,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,14.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Norway,None,11.0,Slightly satisfied,21,Student at college / university,Fun,improving
18,UK,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,30.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,None,11.0,Slightly dissatisfied,19,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,25.0,silver,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,USA,Severe,42.0,Slightly satisfied,22,Student at school,Fun,fun
23,France,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,France,None,7.0,dissatisfied,13,Student at school,Fun,improving
18,Brazil,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,4.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Brazil,Moderate,31.0,Neutral,20,Unemployed / between jobs,Fun,improving
19,South Korea,Master (or equivalent),minimal anxiety,0,League of Legends,Male,2.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,14.0,Extremely satisfied,31,Employed,Fun,relaxing
19,UK,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,70.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,UK,Moderate,33.0,dissatisfied,14,Student at college / university,Fun,improving
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,25.0,unranked,2.0,Somewhat True of me,"Console (PS, Xbox, ...)",Multiplayer - online - with real life friends,USA,None,19.0,Slightly dissatisfied,16,Student at college / university,Fun,winning
19,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,None,3.0,Slightly satisfied,24,Employed,Fun,improving
18,Spain,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,24.0,gold,5.0,Very True of me,PC,Multiplayer - online - with real life friends,Spain,None,7.0,Satisfied,27,Student at college / university,Fun,improving
20,Argentina,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,20.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Sweden,Mild,25.0,Slightly satisfied,25,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,23.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,20.0,dissatisfied,10,Student at college / university,Fun,fun
19,Slovenia,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,20.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Slovenia,Moderate,35.0,dissatisfied,12,Student at school,Fun,winning
22,Finland,"Ph.D., Psy. D., MD (or equivalent)",mild anxiety,7,League of Legends,Male,68.0,unranked,5.0,Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,34.0,Neutral,20,Employed,Earning while playing,winning
18,USA,None,moderate anxiety,10,League of Legends,Male,6.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Severe,47.0,Slightly dissatisfied,17,Student at school,Fun,fun
21,China,Bachelor (or equivalent),mild anxiety,8,League of Legends,Male,14.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,Severe,45.0,dissatisfied,14,Student at college / university,Fun,improving
26,France,Master (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,France,None,7.0,Extremely satisfied,32,Student at college / university,Fun,improving
18,Sweden,None,mild anxiety,6,League of Legends,Male,40.0,master,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Sweden,None,16.0,Neutral,20,Student at school,Earning while playing,winning
38,Germany,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,12.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Germany,None,17.0,Slightly dissatisfied,19,Employed,Fun,fun
20,Spain,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Denmark,None,20.0,Slightly satisfied,21,Student at college / university,Fun,improving
18,Germany,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,28.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,China,Mild,29.0,Slightly satisfied,22,Student at school,Fun,improving
23,USA,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,6.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,4.0,Satisfied,30,Employed,Fun,improving
23,USA,High school diploma (or equivalent),severe anxiety,21,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,11.0,Extremely dissatisfied,9,Student at college / university,Fun,improving
20,Russia,High school diploma (or equivalent),moderate anxiety,10,League of Legends,Male,35.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Russia,None,7.0,Extremely dissatisfied,9,Student at college / university,Fun,improving
28,Finland,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,35.0,platinum,1.0,Not Very True of me,PC,singleplayer,Finland,None,3.0,Satisfied,29,Unemployed / between jobs,Fun,improving
23,Netherlands,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,8.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Netherlands,Mild,27.0,Slightly dissatisfied,15,Employed,Fun,relaxing
19,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,6.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,8.0,Satisfied,27,Student at college / university,Earning while playing,fun
19,Latvia,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Latvia,None,19.0,Slightly dissatisfied,18,Student at college / university,Fun,improving
20,Lithuania,None,minimal anxiety,2,League of Legends,Male,30.0,diamond,5.0,Very True of me,PC,Multiplayer - online - with strangers,Lithuania,Moderate,37.0,Extremely dissatisfied,9,Unemployed / between jobs,Earning while playing,improving
20,Colombia,High school diploma (or equivalent),moderate anxiety,10,League of Legends,Male,25.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Canada,Moderate,31.0,Slightly satisfied,24,Student at college / university,Fun,fun
20,Australia,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,10.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Singapore,Mild,30.0,Slightly satisfied,24,Employed,Fun,fun
18,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,30.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,7.0,Slightly satisfied,22,Student at school,Earning while playing,improving
25,Argentina,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,10.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Argentina,Mild,30.0,Satisfied,28,Student at college / university,Fun,fun
19,Canada,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,30.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Canada,None,6.0,dissatisfied,13,Student at college / university,Fun,improving
19,USA,None,severe anxiety,21,League of Legends,Male,7.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Very Severe,68.0,Extremely dissatisfied,5,Unemployed / between jobs,Fun,winning
19,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,5.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,8.0,Slightly satisfied,25,Student at college / university,Fun,improving
23,USA,High school diploma (or equivalent),severe anxiety,21,League of Legends,Male,20.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Moderate,36.0,Extremely dissatisfied,8,Employed,Fun,fun
18,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,32.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Mild,26.0,dissatisfied,11,Student at school,Fun,improving
19,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,10.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,7.0,Satisfied,30,Student at college / university,Fun,fun
19,Denmark,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Other,5.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Denmark,Severe,42.0,Slightly dissatisfied,16,Employed,Fun,improving
20,Germany,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Male,40.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,UK,Mild,22.0,Extremely dissatisfied,5,Unemployed / between jobs,Earning while playing,improving
20,Canada,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,10.0,diamond,5.0,Very True of me,PC,Multiplayer - online - with real life friends,Canada,None,2.0,Slightly dissatisfied,16,Student at college / university,Fun,improving
18,USA,None,minimal anxiety,0,League of Legends,Male,15.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,15.0,Slightly satisfied,24,Student at school,Fun,fun
22,USA,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,10.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,4.0,Extremely satisfied,31,Student at college / university,Fun,fun
22,Portugal,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,35.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Portugal,None,20.0,dissatisfied,14,Student at college / university,Fun,winning
25,China,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Female,25.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Mild,26.0,Slightly satisfied,22,Student at college / university,Fun,winning
27,USA,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,4.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,12.0,Extremely satisfied,32,Employed,Fun,winning
19,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Female,5.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,13.0,Neutral,20,Student at college / university,Fun,fun
18,USA,None,mild anxiety,5,League of Legends,Male,15.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,17.0,Slightly satisfied,22,Student at school,Fun,improving
21,Greece,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,45.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Greece,None,9.0,Slightly dissatisfied,16,Student at college / university,Fun,improving
18,Germany,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,30.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Germany,None,0.0,Satisfied,26,Student at college / university,Fun,fun
18,Poland,None,mild anxiety,6,League of Legends,Male,7.0,unranked,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Poland,Moderate,33.0,Extremely dissatisfied,8,Student at school,Fun,fun
22,USA,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,16.0,Slightly dissatisfied,16,Student at college / university,Fun,fun
22,Germany,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,17.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,5.0,Extremely satisfied,34,Student at college / university,Fun,winning
18,Netherlands,High school diploma (or equivalent),severe anxiety,15,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Netherlands,Mild,27.0,dissatisfied,13,Student at college / university,Fun,improving
19,Germany,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,26.0,Slightly satisfied,23,Student at college / university,Fun,improving
23,UK,Bachelor (or equivalent),severe anxiety,15,League of Legends,Male,35.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Mild,24.0,Slightly dissatisfied,17,Employed,Fun,improving
18,USA,None,minimal anxiety,1,League of Legends,Male,34.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,15.0,Slightly satisfied,25,Student at school,Earning while playing,fun
22,UK,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Female,40.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Sweden,Severe,41.0,Slightly dissatisfied,15,Unemployed / between jobs,Fun,winning
26,Finland,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Male,30.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Finland,Moderate,35.0,dissatisfied,14,Unemployed / between jobs,Fun,fun
20,Netherlands,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,16.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Netherlands,Mild,30.0,Extremely dissatisfied,6,Student at college / university,Fun,relaxing
20,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,12.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,15.0,Slightly dissatisfied,15,Student at college / university,Earning while playing,improving
18,USA,None,mild anxiety,7,League of Legends,Male,18.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Mild,23.0,Slightly dissatisfied,16,Student at school,Earning while playing,improving
