Age,Birthplace,Degree,GADT_Cat,GAD_T,Game,Gender,Hours,League_clean,Narcissism,Narcissism_Cat,Platform,Playstyle_clean,Residence,SPINT_Cat,SPIN_T,SWLT_Cat,SWL_T,Work,earnings_clean,whyplay_clean
18,Portugal,None,mild anxiety,9,League of Legends,Male,32.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Portugal,Severe,50.0,Extremely dissatisfied,5,Student at school,Fun,fun
21,USA,High school diploma (or equivalent),severe anxiety,21,League of Legends,Male,30.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,Mild,28.0,Extremely dissatisfied,7,Student at college / university,Fun,winning
21,UK,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,25.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,UK,None,13.0,Satisfied,28,Student at college / university,Fun,improving
18,Turkey,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Turkey,None,16.0,Slightly satisfied,22,Student at college / university,Fun,improving
18,Latvia,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Latvia,Mild,26.0,Extremely dissatisfied,8,Student at school,Fun,improving
18,Unknown,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,21.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Unknown,None,20.0,Slightly satisfied,23,Student at college / university,Fun,improving
20,UK,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,None,10.0,Slightly satisfied,24,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,12.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,19.0,Satisfied,28,Student at college / university,Fun,improving
23,Canada,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,9.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Canada,None,14.0,Slightly satisfied,22,Employed,Fun,relaxing
27,Norway,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Female,20.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Norway,None,16.0,dissatisfied,13,Student at college / university,Fun,winning
20,USA,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,70.0,unranked,3.0,Moderately True of me,"Console (PS, Xbox, ...)",Multiplayer - online - with online acquaintances or teammates,USA,None,3.0,Slightly dissatisfied,17,Unemployed / between jobs,Fun,fun
26,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,4.0,Slightly satisfied,24,Student at college / university,Fun,fun
30,Vietnam,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,3.0,Slightly satisfied,22,Employed,Fun,fun
18,Germany,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,10.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,11.0,Slightly satisfied,24,Student at school,Fun,improving
19,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,15.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,12.0,Extremely satisfied,31,Student at college / university,Fun,improving
18,UK,High school diploma (or equivalent),severe anxiety,15,League of Legends,Male,20.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,Severe,44.0,Slightly dissatisfied,18,Student at school,Fun,fun
25,Germany,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,10.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Germany,None,13.0,Slightly dissatisfied,17,Employed,Fun,improving
18,Canada,None,minimal anxiety,2,League of Legends,Male,40.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Canada,None,16.0,Slightly satisfied,21,Student at school,Earning while playing,improving
21,France,Bachelor (or equivalent),moderate anxiety,12,League of Legends,Male,35.0,unranked,5.0,Very True of me,PC,Multiplayer - online - with real life friends,France,Mild,23.0,dissatisfied,14,Student at college / university,Fun,improving
22,Iceland,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,5.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Iceland,None,8.0,Slightly satisfied,21,Student at college / university,Fun,improving
21,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Female,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Australia,Severe,48.0,Slightly dissatisfied,19,Student at school,Fun,fun
21,Germany,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,25.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Germany,Mild,28.0,Slightly satisfied,25,Student at school,Fun,improving
20,France,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,France,None,5.0,Satisfied,29,Student at college / university,Fun,fun
19,Sweden,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,30.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Sweden,None,17.0,Slightly satisfied,24,Student at college / university,Fun,improving
19,Romania,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,Mild,26.0,Slightly dissatisfied,16,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Mild,24.0,Slightly satisfied,25,Student at college / university,Fun,fun
18,UK,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,30.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Mild,25.0,Slightly satisfied,23,Student at college / university,Fun,improving
27,USA,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,28.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,0.0,Slightly satisfied,25,Student at college / university,Fun,winning
22,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,42.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,4.0,Extremely satisfied,35,Student at college / university,Fun,fun
18,Peru,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,42.0,silver,1.0,Not Very True of me,PC,singleplayer,Peru,Mild,28.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
18,UK,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,9.0,bronze,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,None,13.0,Slightly satisfied,21,Student at school,Fun,fun
19,Greece,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,30.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with online acquaintances or teammates,Greece,Severe,47.0,Satisfied,26,Student at college / university,Fun,winning
23,Sweden,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Sweden,None,8.0,Extremely satisfied,31,Employed,Fun,fun
22,UK,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,5.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,None,2.0,Slightly satisfied,23,Unemployed / between jobs,Fun,fun
24,Austria,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Austria,None,19.0,Slightly dissatisfied,17,Student at college / university,Fun,fun
24,Portugal,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,6.0,gold,2.0,Somewhat True of me,PC,singleplayer,Portugal,None,19.0,Satisfied,27,Employed,Fun,relaxing
19,Slovakia,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,35.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,Canada,None,10.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,32.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,20.0,Satisfied,26,Student at college / university,Fun,improving
18,Germany,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,unranked,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Germany,None,9.0,Satisfied,28,Student at school,Earning while playing,fun
21,USA,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,platinum,5.0,Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,6.0,Extremely satisfied,31,Student at college / university,Fun,improving
19,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Severe,46.0,Slightly satisfied,24,Student at college / university,Fun,fun
23,USA,Bachelor (or equivalent),severe anxiety,18,League of Legends,Male,15.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,24.0,dissatisfied,10,Unemployed / between jobs,Fun,fun
21,USA,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,diamond,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,USA,Moderate,38.0,dissatisfied,12,Student at college / university,Hoping to earn,winning
18,USA,None,minimal anxiety,3,League of Legends,Male,30.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Mild,26.0,Slightly satisfied,22,Student at school,Fun,improving
18,Norway,None,mild anxiety,5,League of Legends,Male,20.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Norway,Mild,22.0,Slightly dissatisfied,16,Student at school,Fun,fun
21,New Zealand,Bachelor (or equivalent),mild anxiety,8,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,New Zealand ,Mild,23.0,Slightly dissatisfied,15,Student at college / university,Fun,fun
25,UK,Bachelor (or equivalent),severe anxiety,21,League of Legends,Male,48.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Very Severe,62.0,Extremely dissatisfied,8,Employed,Fun,winning
18,Denmark,None,minimal anxiety,1,League of Legends,Male,30.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Denmark,None,15.0,dissatisfied,11,Student at school,Fun,improving
18,Netherlands,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Netherlands,None,5.0,Satisfied,30,Student at school,Earning while playing,improving
24,Russia,Bachelor (or equivalent),moderate anxiety,11,League of Legends,Male,35.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,Israel,Mild,24.0,dissatisfied,14,Employed,Fun,improving
18,Bulgaria,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,45.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Spain,None,4.0,Satisfied,26,Student at college / university,Fun,improving
18,Brazil,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Brazil,None,9.0,Extremely satisfied,33,Student at college / university,Fun,fun
18,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,14.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,None,3.0,Extremely satisfied,31,Student at college / university,Fun,fun
18,USA,None,severe anxiety,20,League of Legends,Male,56.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Severe,50.0,Extremely dissatisfied,5,Student at school,Fun,fun
25,UK,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,None,10.0,Slightly dissatisfied,18,Student at college / university,Fun,improving
19,France,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,30.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,France,Mild,21.0,Slightly satisfied,22,Student at college / university,Fun,fun
24,Italy,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,18.0,platinum,5.0,Very True of me,PC,singleplayer,Italy,None,8.0,Slightly satisfied,23,Student at college / university,Fun,improving
18,USA,None,moderate anxiety,14,League of Legends,Male,25.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Severe,41.0,dissatisfied,13,Student at school,Fun,improving
19,Canada,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,21.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Canada,Mild,22.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
20,France,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,25.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,France,None,5.0,Satisfied,29,Employed,Fun,fun
21,Puerto Rico ,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,3.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Puerto Rico,None,16.0,Slightly satisfied,22,Student at college / university,Fun,improving
18,India,High school diploma (or equivalent),severe anxiety,20,League of Legends,Male,7.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,India,Very Severe,62.0,Slightly satisfied,23,Student at school,Fun,fun
